112,199,2018-01-01 00:00:00,6,68.60976836272195,61.32287384967426,26.53880366231022
112,199,2018-01-01 00:15:00,3,53.42443786483469,40.33656809520194,25.930510100140467
112,199,2018-01-01 00:30:00,5,71.4946938518417,70.15101829101881,7.051162899683723
112,199,2018-01-01 00:45:00,8,71.01311927804923,66.18254081504185,13.845054268893971
112,199,2018-01-01 01:00:00,12,64.20000508838969,68.96898842542448,10.214279030079426
112,199,2018-01-01 01:15:00,15,63.65943891938537,65.75648486093294,9.833401829740856
112,199,2018-01-01 01:30:00,14,68.27899539453128,68.50290384668764,10.616765720519489
112,199,2018-01-01 01:45:00,12,61.61491417692884,57.015257761858464,17.342684267225504
112,199,2018-01-01 02:00:00,8,70.82270517467401,61.27991241791286,24.142551385309766
112,199,2018-01-01 02:15:00,12,72.9750662217046,72.76447274352758,7.931658149731815
112,199,2018-01-01 02:30:00,11,74.4053550708507,72.92703981349676,9.327062729365466
112,199,2018-01-01 02:45:00,10,66.32358205089717,66.84630180738506,15.234085115017448
112,199,2018-01-01 03:00:00,9,66.0114012266571,66.58111517660531,12.82171563281209
112,199,2018-01-01 03:15:00,7,67.0890855699514,67.30834624293902,6.63493809714578
112,199,2018-01-01 03:30:00,11,64.6184096322523,65.28537550638342,6.625954537240426
112,199,2018-01-01 03:45:00,12,67.40939073800871,68.30143374093876,10.256846592922988
112,199,2018-01-01 04:00:00,11,65.55804574669703,64.0529809355001,18.604952914341922
112,199,2018-01-01 04:15:00,8,61.92736696737924,59.83501471999374,21.094102335154794
112,199,2018-01-01 04:30:00,4,73.57432459441887,73.23677221148706,7.029741949027543
112,199,2018-01-01 04:45:00,9,75.02821290203823,69.23172532376111,15.877405890150756
112,199,2018-01-01 05:00:00,5,70.31239217320702,62.207292184337646,18.022948383105753
112,199,2018-01-01 05:15:00,3,74.06807243068562,74.32621653475475,18.705603529306412
112,199,2018-01-01 05:30:00,2,60.220310952284905,60.220310952284905,6.865995354260249
112,199,2018-01-01 05:45:00,4,60.80327917360505,61.941429329335094,10.168834751186484
112,199,2018-01-01 06:00:00,4,71.99493811813727,70.19919127307708,5.703650836329998
112,199,2018-01-01 06:15:00,4,74.45218113829443,70.7384050616078,9.496583649004778
112,199,2018-01-01 06:30:00,4,66.93907700157739,65.64299196164012,8.234015325301554
112,199,2018-01-01 06:45:00,9,67.75610487325778,67.64988520736759,6.428627135867013
112,199,2018-01-01 07:00:00,8,72.32417291423451,72.12249129966838,6.128055442278439
112,199,2018-01-01 07:15:00,7,63.92333940279121,69.40494296036117,9.698112282486749
112,199,2018-01-01 07:30:00,4,58.242872802916324,61.30179511683185,12.092996994814563
112,199,2018-01-01 07:45:00,3,59.679019446590964,57.835085186322736,5.754509644561111
112,199,2018-01-01 08:00:00,7,59.679019446590964,58.98317355082241,18.96824990196685
112,199,2018-01-01 08:15:00,4,64.01500261283566,54.7976855029184,22.745839376245623
112,199,2018-01-01 08:30:00,5,60.72851859525605,63.27024933647713,7.739863579328164
112,199,2018-01-01 08:45:00,2,60.64471120623837,60.64471120623837,3.5756296670535614
112,199,2018-01-01 09:00:00,1,63.82851978135323,63.82851978135323,
112,199,2018-01-01 09:15:00,3,64.58438845113564,64.3669859201296,0.3929313732144841
112,199,2018-01-01 09:30:00,5,63.91339747207211,65.43444921134892,10.152797423493096
112,199,2018-01-01 09:45:00,4,61.394154966808635,64.46042438386436,11.393368469103947
112,199,2018-01-01 10:00:00,7,61.13825426709936,51.6672227220842,20.03207903730291
112,199,2018-01-01 10:15:00,5,62.02739199207692,58.38750213680812,17.01975763316302
112,199,2018-01-01 10:30:00,3,60.56606868921273,65.3980741370416,8.701689107302245
112,199,2018-01-01 10:45:00,4,51.795955501493665,46.4859677172291,21.587947112573055
112,199,2018-01-01 11:00:00,8,58.37847765466708,52.093547422440714,15.576387609322197
112,199,2018-01-01 11:15:00,5,63.65105768241265,63.09183494604961,6.1383480870215195
112,199,2018-01-01 11:30:00,1,57.84110069550342,57.84110069550342,
112,199,2018-01-01 11:45:00,4,60.51998076413061,60.13986835309469,4.2513676554633015
112,199,2018-01-01 12:00:00,9,61.003930355879106,58.64348011700051,6.439554514790111
112,199,2018-01-01 12:15:00,7,61.003930355879106,58.97652620218081,7.52909557647205
112,199,2018-01-01 12:30:00,5,55.60128754558791,53.66354099658141,8.06424369785678
112,199,2018-01-01 12:45:00,3,56.63851920009763,59.616265467134525,12.10568639066937
112,199,2018-01-01 13:00:00,4,53.63907136217964,54.11863740558939,7.0732880261678535
112,199,2018-01-01 13:15:00,13,56.825313179745756,50.24989749242315,17.286928664668647
112,199,2018-01-01 13:30:00,17,54.345384414289,50.03695243956127,14.913035865723652
112,199,2018-01-01 13:45:00,14,53.043463722486976,50.93809979227264,14.352515797707309
112,199,2018-01-01 14:00:00,4,58.59143118253854,59.09626030003487,7.357931269288921
112,199,2018-01-01 14:15:00,6,61.78626791381629,61.005023005627955,5.9624751624309855
112,199,2018-01-01 14:30:00,12,53.2222135541451,51.942570984090985,13.778556091896817
112,199,2018-01-01 14:45:00,10,57.54450997231376,53.88097496776629,14.890518836294177
112,199,2018-01-01 15:00:00,5,65.70636948871292,61.59627808465551,9.588950960635433
112,199,2018-01-01 15:15:00,11,59.09415819043837,56.298134980963006,16.1717240447309
112,199,2018-01-01 15:30:00,8,61.97344081072674,57.42528559641715,19.974784417499336
112,199,2018-01-01 15:45:00,8,57.900710793527836,57.93279446203895,6.322249565236789
112,199,2018-01-01 16:00:00,3,61.67966619982115,61.18458100552152,3.898655394302411
112,199,2018-01-01 16:15:00,9,59.698092735149,61.55293267263831,8.2739990303513
112,199,2018-01-01 16:30:00,7,62.84459031293904,62.549687547056905,8.117756539398965
112,199,2018-01-01 16:45:00,4,61.19629718924074,60.53905013010298,8.906626795751022
112,199,2018-01-01 17:00:00,4,60.75125268436267,60.72649031785369,2.9513211416472855
112,199,2018-01-01 17:15:00,8,62.95389071150611,61.39981340160055,6.713163850502061
112,199,2018-01-01 17:30:00,3,66.88162623184226,66.43728219253806,3.0691797544189194
112,199,2018-01-01 17:45:00,3,49.612552946554196,51.81213909453016,4.8468163531776245
112,199,2018-01-01 18:00:00,6,57.039380512807284,55.847206723682454,5.619069102694221
112,199,2018-01-01 18:15:00,3,56.71003692290717,56.70261047105197,0.3168844428474059
112,199,2018-01-01 18:30:00,9,56.556671628999226,57.29146380402969,7.013173597932945
112,199,2018-01-01 18:45:00,3,56.312542111176214,58.3671955487115,4.936800704439292
112,199,2018-01-01 19:00:00,4,69.85337265305131,69.9552932941381,10.758433658619847
112,199,2018-01-01 19:15:00,9,59.517818242640075,58.71233793905065,14.380976424104357
112,199,2018-01-01 19:30:00,4,62.21946651757544,61.131304535719,5.017018745344362
112,199,2018-01-01 19:45:00,5,61.23984234150356,48.62096718845574,22.32721176573649
112,199,2018-01-01 20:00:00,8,68.31171117543803,61.68918662225519,21.086406037503806
112,199,2018-01-01 20:15:00,6,59.55235592227607,60.78913138838445,5.720824288655874
112,199,2018-01-01 20:30:00,3,68.81297689263937,71.6528071453637,6.486562784578516
112,199,2018-01-01 20:45:00,2,67.09162567715403,67.09162567715403,5.383462555898563
112,199,2018-01-01 21:00:00,1,54.69001544534314,54.69001544534314,
112,199,2018-01-01 21:15:00,11,67.44473593571449,65.85001514179811,6.9343102503332315
112,199,2018-01-01 21:30:00,4,66.57629862134942,66.94274188203276,7.61377893279657
112,199,2018-01-01 21:45:00,5,56.54499842536063,59.89108860845192,16.551796324652102
112,199,2018-01-01 22:00:00,8,58.29227977052299,57.553326307370675,10.739444852416828
